language,code_mixed,english
Onglish,Tume phone kariba?,Will you call?
Onglish,Mu ghara jauchi.,I am going home.
Onglish,Tume kemiti asiba?,How will you come?
Onglish,Mu tumaku sunaeiba.,I will tell you.
Onglish,Tume mate bhalapae?,Do you love me?
Onglish,Mu rati ku suti jauchi.,I am going to sleep at night.
Onglish,Tume kichhi khayiba?,Will you eat something?
Onglish,Mu emiti karibi.,I will do like this.
Onglish,Tume kebe ghar asiba?,When will you come home?
Onglish,Mu tumara sange achhi.,I am with you.
Onglish,Tume mu par bharasa karu.,Trust me.
Onglish,Mu tumara upare bharasa karuchi.,I trust you.
Onglish,Tume bhalare kari pariba?,Can you do well?
Onglish,Mu tumaku bhulini.,I did not forget you.
Onglish,Tume mo sahita asiba?,Will you come with me?
Onglish,Mu tumaku dekhibaku ichha karuchi.,I want to see you.
Onglish,Tume ghara kahaku jaucha?,To whom are you going home?
Onglish,Mu tumaku phone karibi.,I will call you.
Onglish,Tume kahaku dekhila?,Whom did you see?
Onglish,Mu tumaku kahuchhi.,I am telling you.
Onglish,Tume kemiti achha?,How are you?
Onglish,Mu tumaku bhalapae.,I love you.
Onglish,Tume kebe asiba?,When will you come?
Onglish,Mu tumaku sange jauchi.,I am going with you.
Onglish,Tume kahaku phone kariba?,Whom will you call?
Onglish,Mu tumaku kahibi.,I will tell you.
Onglish,Tume kemiti laguchi?,How do you feel?
Onglish,Mu tumaku sahayata karibi.,I will help you.
Onglish,Tume mo sahita basiba?,Will you sit with me?
Onglish,Mu tumara sange katha kahuchi.,I am talking with you.
Onglish,Tume kebe bahara jaucha?,When will you go out?
Onglish,Mu tumaku dekhuchi.,I am seeing you.
Onglish,Tume kaha jaucha?,Where are you going?
Onglish,Mu tumaku dukha dabu nahi.,I will not trouble you.
Onglish,Tume mo sahayata karu.,Help me.
Onglish,Mu tumaku sundar kahibi.,I will call you beautiful.
Onglish,Tume ghara jaucha?,Are you going home?
Onglish,Mu tumara upare bharasa karuchi.,I trust you.
Onglish,Tume mu par bharasa karu.,Trust me.
Onglish,Mu tumaku phone karibi.,I will call you.
Onglish,Tume sahayata chahiba?,Do you want help?
Onglish,Mu tumaku sange chalibi.,I will go with you.
Onglish,Tume kebe kahiba?,When will you tell?
Onglish,Mu tumaku dekhili.,I saw you.
Onglish,Tume kemiti achha?,How are you?
Onglish,Mu tumaku bhalapae.,I love you.
Onglish,Tume sange katha kahiba?,Will you talk with me?
Onglish,Mu tumaku sahayata karibi.,I will help you.
Onglish,Tume kahaku phone kariba?,Whom will you call?
Onglish,Mu tumaku sange chalibi.,I will go with you.
Onglish,Tume katha kahiba?,Will you speak?
Onglish,Mu tumaku dekhuchi.,I am seeing you.
Onglish,Tume sundar laguchha.,You look beautiful.
Onglish,Mu thakigali.,I am tired.
Onglish,Tume basiba?,Will you sit?
Onglish,Mu jibu.,I will go.
Onglish,Tume kama karu.,Do the work.
Onglish,Mu tumaku sundar kahibi.,I will call you beautiful.
Onglish,Tume kahaku bhala kahiba?,Whom will you praise?
Onglish,Mu tumaku sange asibi.,I will come with you.
Onglish,Tume saha jiba?,Will you go together?
Onglish,Mu tumaku sahayata karibi.,I will help you.
Onglish,Tume kebe phiriba?,When will you return?
Onglish,Mu tumaku bhulibi nahi.,I will not forget you.
Onglish,Tume kahaku dekhile?,Whom did you see?
Onglish,Mu tumaku pyar karuchi.,I love you.
Onglish,Tume kebe asiba?,When will you come?
Assamlish,Moi kal school jabo.,I will go to school tomorrow.
Assamlish,Tumi ki bhat khaise?,Did you eat rice?
Assamlish,Moi tumak help korim.,I will help you.
Assamlish,Tumar phone charge ase ne?,Is your phone charged?
Assamlish,Se eta bhaal lora.,He is a good boy.
Assamlish,Moi office loi jaisu.,I am going to the office.
Assamlish,Tumi ki kal ahiba?,Will you come tomorrow?
Assamlish,Moi tumar message paise.,I got your message.
Assamlish,Tumak dhuniya lagise.,You look nice.
Assamlish,Moi etia busy aso.,I am busy now.
Assamlish,Tumar kaam hoise ne?,Is your work done?
Assamlish,Moi tumak phone korim.,I will call you.
Assamlish,Tumi ki assignment kori aso?,Are you doing the assignment?
Assamlish,Moi ghar loi jau.,I am going home.
Assamlish,Tumak ki lagibo?,What do you need?
Assamlish,Moi kal exam dim.,I will give the exam tomorrow.
Assamlish,Tumi ki movie dekha?,Did you watch the movie?
Assamlish,Moi tumar logot kotha patim.,I will talk to you.
Assamlish,Tumak eta question ase.,I have a question for you.
Assamlish,Moi tumak bhal pao.,I love you.
Assamlish,Tumi kal kothay jaba?,Where will you go tomorrow?
Assamlish,Moi etiya ahisu.,I have come now.
Assamlish,Tumak ki help lagibo?,Do you need help?
Assamlish,Moi tumar sathe ahim.,I will come with you.
Assamlish,Tumi kal kene aso?,How are you tomorrow?
Assamlish,Moi tumak phone korisu.,I called you.
Assamlish,Tumi ki khana khai aso?,Did you eat food?
Assamlish,Moi tumar reply paise.,I got your reply.
Assamlish,Tumar bag kothay ase?,Where is your bag?
Assamlish,Moi kal bazar jabo.,I will go to the market tomorrow.
Assamlish,Tumi ki kal class loi jaba?,Will you go to class tomorrow?
Assamlish,Moi tumar kotha bujisu.,I understood you.
Assamlish,Tumi ki busy aso?,Are you busy?
Assamlish,Moi tumar sathe khelim.,I will play with you.
Assamlish,Tumak dhuniya lagise.,You look beautiful.
Assamlish,Moi tumar phone loi aso.,I am taking your phone.
Assamlish,Tumi ki kal ahiba?,Will you come tomorrow?
Assamlish,Moi etiya kaam koru.,I will work now.
Assamlish,Tumak ki lagibo?,What do you want?
Assamlish,Moi tumar help korim.,I will help you.
Assamlish,Tumi kal kothay jaba?,Where will you go tomorrow?
Assamlish,Moi tumak bhal pao.,I love you.
Assamlish,Tumi ki assignment submit korisu?,Did you submit the assignment?
Assamlish,Moi tumar logot kotha patim.,I will talk to you.
Assamlish,Tumi ki kal bazar jaba?,Will you go to the market tomorrow?
Assamlish,Moi tumar message paise.,I got your message.
Assamlish,Tumak ki help lagibo?,Do you need help?
Assamlish,Moi kal school jabo.,I will go to school tomorrow.
Assamlish,Tumi ki phone korisu?,Did you call?
Assamlish,Moi tumar kotha bujisu.,I understood you.
Assamlish,Tumar ghar kothay ase?,Where is your house?
Assamlish,Moi tumar sathe ahim.,I will come with you.
Assamlish,Tumi ki busy aso?,Are you busy?
Assamlish,Moi tumak phone korim.,I will call you.
Assamlish,Tumi ki kal ahiba?,Will you come tomorrow?
Assamlish,Moi tumar sathe khelim.,I will play with you.
Assamlish,Tumak ki lagibo?,What do you need?
Assamlish,Moi etiya kaam koru.,I will work now.
Assamlish,Tumi ki khana khai aso?,Did you eat food?
Assamlish,Moi tumar reply paise.,I got your reply.
Assamlish,Tumar bag kothay ase?,Where is your bag?
Assamlish,Moi kal bazar jabo.,I will go to the market tomorrow.
Assamlish,Tumi ki kal class loi jaba?,Will you go to class tomorrow?
Assamlish,Moi tumar kotha bujisu.,I understood you.
Assamlish,Tumi ki busy aso?,Are you busy?
Assamlish,Moi tumar sathe kotha patim.,I will talk to you.
Assamlish,Tumak dhuniya lagise.,You look beautiful.
Assamlish,Moi tumar phone loi aso.,I am taking your phone.
Assamlish,Tumi ki kal ahiba?,Will you come tomorrow?
Assamlish,Moi etiya busy aso.,I am busy now.
Assamlish,Tumak ki lagibo?,What do you want?
Assamlish,Moi tumar help korim.,I will help you.
Assamlish,Tumi kal kothay jaba?,Where will you go tomorrow?
Assamlish,Moi tumak bhal pao.,I love you.
Assamlish,Tumi ki assignment submit korisu?,Did you submit the assignment?
Assamlish,Moi tumar logot kotha patim.,I will talk to you.
Assamlish,Tumi ki kal bazar jaba?,Will you go to the market tomorrow?
Assamlish,Moi tumar message paise.,I got your message.
Assamlish,Tumak ki help lagibo?,Do you need help?
Chhattlish,Tor naam ka hai?,What is your name?
Chhattlish,Kaise hae?,How are you?
Chhattlish,Main thik haun.,I am fine.
Chhattlish,Tor ghar kaha hae?,Where is your home?
Chhattlish,Moh lai pani de.,Give me water.
Chhattlish,Tor kaam hois?,Did you finish your work?
Chhattlish,Main bazar jaathun.,I am going to the market.
Chhattlish,Tum ka karathas?,What are you doing?
Chhattlish,Moh bhuk lagis.,I am hungry.
Chhattlish,Tum kahan jaathas?,Where are you going?
Chhattlish,Tor saath chalbo?,Will you come along?
Chhattlish,Main kal aavathun.,I will come tomorrow.
Chhattlish,Tor badhiya lagthas.,You look good.
Chhattlish,Moh thak gae haun.,I am tired.
Chhattlish,Tum kaise hae?,How are you?
Chhattlish,Moh tor madad karun?,Shall I help you?
Chhattlish,Tum kaha rahathas?,Where do you live?
Chhattlish,Tor ghar kab jaathas?,When do you go home?
Chhattlish,Moh tumse pyar karthun.,I love you.
Chhattlish,Tor phone karbo?,Will you call?
Chhattlish,Moh der ho gaye.,I am late.
Chhattlish,Tum ka khayeb?,What will you eat?
Chhattlish,Tor man kaise hae?,How do you feel?
Chhattlish,Moh ghar jaathun.,I am going home.
Chhattlish,Tum kaam karthas?,Are you working?
Chhattlish,Tor sath kaun hae?,Who is with you?
Chhattlish,Moh tumla dekhna chahtun.,I want to see you.
Chhattlish,Tum kal aavbo?,Will you come tomorrow?
Chhattlish,Moh chhattisgarh se haun.,I am from Chhattisgarh.
Chhattlish,Tor gaon kahan hae?,Where is your village?
Chhattlish,Moh basat haun.,I am sitting.
Chhattlish,Tum kahaan jaathas?,Where are you going?
Chhattlish,Tum chhutti lae hae?,Did you take leave?
Chhattlish,Moh tumhar sath aavathun.,I am coming with you.
Chhattlish,Tor parivaar kaise hae?,How is your family?
Chhattlish,Moh tumla phone karthun.,I am calling you.
Chhattlish,Tum ka bataihas?,What will you say?
Chhattlish,Tor baat sunna hae.,I want to listen to you.
Chhattlish,Moh tumse milna chahtun.,I want to meet you.
Chhattlish,Tum kaise sochthas?,How do you think?
Chhattlish,Moh tumhar madad karun.,I will help you.
Chhattlish,Tum kahaan rahathas?,Where do you live?
Chhattlish,Tor kaam pura hois?,Is your work done?
Chhattlish,Moh tumhar sath rahun.,I will stay with you.
Chhattlish,Tum ka kuchh chahiye?,Do you need something?
Chhattlish,Moh tumse baat karthun.,I am talking to you.
Chhattlish,Tor ghar kab aavbo?,When will you come home?
Chhattlish,Moh tumla khana khilahun.,I will feed you.
Chhattlish,Tum ka man lagis?,Are you interested?
Chhattlish,Tor sapna ka hae?,What is your dream?
Chhattlish,Moh tumse sach kahathun.,I am telling you the truth.
Chhattlish,Tum kaise huns?,How are you?
Chhattlish,Moh tumhar saath hun.,I am with you.
Chhattlish,Tor dosti lae karthas?,Will you be friends?
Chhattlish,Moh tumla bhul nai sakthun.,I can’t forget you.
Chhattlish,Tum ka plan ka hae?,What is your plan?
Chhattlish,Moh tumse baat karna hae.,I want to talk to you.
Chhattlish,Tor ghar aa jaa.,Come home.
Chhattlish,Tum kab aavbo?,When will you come?
Chhattlish,Moh tumhar liye khush haun.,I am happy for you.
Chhattlish,Tum kahan jaathas?,Where are you going?
Chhattlish,Tor madad ka jarurat hae?,Do you need help?
Chhattlish,Moh tumse pyar karthun.,I love you.
Chhattlish,Tum ka sochthas?,What do you think?
Chhattlish,Tor ghar der he?,Is your home far?
Chhattlish,Moh tumla sath chalun.,I will go with you.
Chhattlish,Tum kaise lagthas?,How do you feel?
Chhattlish,Tor phone karbo?,Will you call?
Chhattlish,Moh kal aavathun.,I will come tomorrow.
Chhattlish,Tum kahaan rahathas?,Where do you stay?
Chhattlish,Moh tumhar saath kaam karthun.,I work with you.
Chhattlish,Tum ka batana hae?,Do you want to tell?
Chhattlish,Tor sath kaun hai?,Who is with you?
Chhattlish,Moh tumla mila chahtun.,I want to meet you.
Chhattlish,Tum kaise jaathas?,How do you go?
Chhattlish,Tor ghar kab jaathas?,When do you go home?
Chhattlish,Moh tumse kuchh kahna hae.,I want to say something to you.
Chhattlish,Tum kaam pura karli?,Did you finish the work?
Chhattlish,Tor saath chalbo?,Will you come with me?
Chhattlish,Moh tumse milke khush haun.,I am happy to meet you.
Chhattlish,Tum kahaan jaathas?,Where are you going?
Chhattlish,Tor ghar der he?,Is your house far?
Chhattlish,Moh tumla phone karthun.,I am calling you.
Chhattlish,Tum kal milbo?,Will you meet tomorrow?
Chhattlish,Moh tumse milna chahtun.,I want to meet you.
Chhattlish,Tum ka khelna hae?,Do you want to play?
Chhattlish,Tor madad chahiye?,Do you need help?
Chhattlish,Moh tumse baat karthun.,I am talking to you.
Chhattlish,Tum kahan jaathas?,Where are you going?
Chhattlish,Tor ghar kaha hae?,Where is your home?
Chhattlish,Moh tumse pyar karthun.,I love you.
Chhattlish,Tum kaam karthas?,Are you working?
Chhattlish,Tor saath rahun.,I will stay with you.
Chhattlish,Moh tumla madad karun.,I will help you.
Kashlish,Me chu kal school zanaan.,I will go to school tomorrow.
Kashlish,Ti kya khaavun?,Did you eat?
Kashlish,Meh timi madad karan.,I will help you.
Kashlish,Tuhund phone charge chu?,Is your phone charged?
Kashlish,Wuh chu ek achi larkh.,He is a good boy.
Kashlish,Meh office zanun.,I am going to the office.
Kashlish,Ti kya kal aayega?,Will you come tomorrow?
Kashlish,Meh timi message paiyun.,I got your message.
Kashlish,Tuhund surut achi chu.,You look nice.
Kashlish,Meh asun busy.,I am busy now.
Kashlish,Tuhund kam poora chu?,Is your work done?
Kashlish,Meh timi phone karan.,I will call you.
Kashlish,Ti kya assignment karan?,Are you doing the assignment?
Kashlish,Meh ghar zanun.,I am going home.
Kashlish,Tuhund kya chahiye?,What do you need?
Kashlish,Meh kal exam devan.,I will give the exam tomorrow.
Kashlish,Ti kya movie chu dekhi?,Did you watch the movie?
Kashlish,Meh timi saath gal karan.,I will talk to you.
Kashlish,Tuhund kya sawal chu.,I have a question for you.
Kashlish,Meh timi pyar karan.,I love you.
Kashlish,Ti kya kal kith zanun?,Where will you go tomorrow?
Kashlish,Meh ab asun.,I have come now.
Kashlish,Tuhund madad chahiye?,Do you need help?
Kashlish,Meh timi saath asun.,I will come with you.
Kashlish,Ti kya kal kya haal chu?,How are you tomorrow?
Kashlish,Meh timi phone karun.,I called you.
Kashlish,Ti kya khaavun?,Did you eat food?
Kashlish,Meh timi jawab paiyun.,I got your reply.
Kashlish,Tuhund bag kith chu?,Where is your bag?
Kashlish,Meh kal bazaar zanun.,I will go to the market tomorrow.
Kashlish,Ti kya kal class zanun?,Will you go to class tomorrow?
Kashlish,Meh timi samajh.,I understood you.
Kashlish,Ti kya busy asun?,Are you busy?
Kashlish,Meh timi saath khelan.,I will play with you.
Kashlish,Tuhund surut achi chu.,You look beautiful.
Kashlish,Meh timi phone lai asun.,I am taking your phone.
Kashlish,Ti kya kal aayega?,Will you come tomorrow?
Kashlish,Meh ab kam karan.,I will work now.
Kashlish,Tuhund kya chahiye?,What do you want?
Kashlish,Meh timi madad karan.,I will help you.
Kashlish,Ti kya kal kith zanun?,Where will you go tomorrow?
Kashlish,Meh timi pyar karan.,I love you.
Kashlish,Ti kya assignment submit karun?,Did you submit the assignment?
Kashlish,Meh timi saath gal karan.,I will talk to you.
Kashlish,Ti kya kal bazaar zanun?,Will you go to the market tomorrow?
Kashlish,Meh timi message paiyun.,I got your message.
Kashlish,Tuhund madad chahiye?,Do you need help?
Kashlish,Meh kal school zanun.,I will go to school tomorrow.
Kashlish,Ti kya phone karun?,Did you call?
Kashlish,Meh timi samajh.,I understood you.
Kashlish,Tuhund ghar kith chu?,Where is your house?
Kashlish,Meh timi saath asun.,I will come with you.
Kashlish,Ti kya busy asun?,Are you busy?
Kashlish,Meh timi phone karan.,I will call you.
Kashlish,Ti kya kal aayega?,Will you come tomorrow?
Kashlish,Meh timi saath khelan.,I will play with you.
Kashlish,Tuhund kya chahiye?,What do you need?
Kashlish,Meh ab kam karan.,I will work now.
Kashlish,Ti kya khaavun?,Did you eat food?
Kashlish,Meh timi jawab paiyun.,I got your reply.
Kashlish,Tuhund bag kith chu?,Where is your bag?
Kashlish,Meh kal bazaar zanun.,I will go to the market tomorrow.
Kashlish,Ti kya kal class zanun?,Will you go to class tomorrow?
Kashlish,Meh timi samajh.,I understood you.
Kashlish,Ti kya busy asun?,Are you busy?
Kashlish,Meh timi saath gal karan.,I will talk to you.
Kashlish,Tuhund surut achi chu.,You look beautiful.
Kashlish,Meh timi phone lai asun.,I am taking your phone.
Kashlish,Ti kya kal aayega?,Will you come tomorrow?
Kashlish,Meh ab busy asun.,I am busy now.
Kashlish,Tuhund kya chahiye?,What do you want?
Kashlish,Meh timi madad karan.,I will help you.
Kashlish,Ti kya kal kith zanun?,Where will you go tomorrow?
Kashlish,Meh timi pyar karan.,I love you.
Kashlish,Ti kya assignment submit karun?,Did you submit the assignment?
Kashlish,Meh timi saath gal karan.,I will talk to you.
Kashlish,Ti kya kal bazaar zanun?,Will you go to the market tomorrow?
Kashlish,Meh timi message paiyun.,I got your message.
Kashlish,Tuhund madad chahiye?,Do you need help?
Sindlish,Tawhanjo naalo chha aa?,What is your name?
Sindlish,Tohan kheen khabar aa?,Do you know?
Sindlish,Maan theek aa,I am fine.
Sindlish,Tawhanjo ghar kithay aa?,Where is your house?
Sindlish,Maan paani chaiyon aa,I want water.
Sindlish,Tawhanjo kam muki wiyo aa?,Is your work finished?
Sindlish,Maan bazaar wathaan tho,I am going to the market.
Sindlish,Tohan chha karyan tho?,What are you doing?
Sindlish,Maan bhookh laghi aa,I am hungry.
Sindlish,Tawhan kithay wathaan tho?,Where are you going?
Sindlish,Tohan saan chalwaan aa?,Will you come with me?
Sindlish,Maan kal wathandos,I will come tomorrow.
Sindlish,Tawhan khanhan meetha laga?,Do you like sweets?
Sindlish,Maan thakyo aa,I am tired.
Sindlish,Tawhan khe khaan khanwanu aa?,What will you eat?
Sindlish,Maan tohje madad karan tho chahiyan,I want to help you.
Sindlish,Tawhan kithay rehnda aa?,Where do you live?
Sindlish,Tawhanjo ghar kanda aa?,When do you go home?
Sindlish,Maan tawhan khe pyar karyan tho,I love you.
Sindlish,Tawhan phone karso?,Will you call?
Sindlish,Maan der thiyo aa,I am late.
Sindlish,Tawhan khanhan jaa,Where are you going to eat?
Sindlish,Tawhanjo haal chha aa?,How are you?
Sindlish,Maan tawhanjo saath wathandos,I am coming with you.
Sindlish,Tawhanjo parivar chha aa?,How is your family?
Sindlish,Maan tawhan khe phone karyan tho,I am calling you.
Sindlish,Tawhan chha kanda?,What will you say?
Sindlish,Tawhanji galh suna,Listen to your words.
Sindlish,Maan tawhan khe milan chahiyan,I want to meet you.
Sindlish,Tawhan chha soche tho?,What do you think?
Sindlish,Maan tawhan khe madad karyan tho,I will help you.
Sindlish,Tawhan kithay rahnda aa?,Where do you live?
Sindlish,Tawhanjo kam muki wiyo aa?,Is your work finished?
Sindlish,Maan tawhan saath rahyan tho,I will stay with you.
Sindlish,Tawhan khe kuch chahiye?,Do you need something?
Sindlish,Maan tawhan saan galh karyan tho,I am talking to you.
Sindlish,Tawhanjo ghar wathandos khi?,When will you come home?
Sindlish,Maan tawhan khe khano khilayan tho,I will feed you.
Sindlish,Tawhan khe man laga aa?,Are you interested?
Sindlish,Tawhanjo khwab chha aa?,What is your dream?
Sindlish,Maan sachhi galh karyan tho,I am telling the truth.
Sindlish,Tawhan chha haan?,How are you?
Sindlish,Maan tawhanjo saath aa,I am with you.
Sindlish,Tawhan dosti karyan chahiyan?,Do you want to be friends?
Sindlish,Maan tawhan khe bhul na sakyan,I can't forget you.
Sindlish,Tawhanjo plan chha aa?,What is your plan?
Sindlish,Maan tawhan saan galh karyan chahiyan,I want to talk to you.
Sindlish,Tawhanjo ghar aa,Come home.
Sindlish,Tawhan kada wathandos?,When will you come?
Sindlish,Maan tawhan ji khushi chahiyan,I wish your happiness.
Sindlish,Tawhan kithay wathandos?,Where are you going?
Sindlish,Tawhan khe madad chahiye?,Do you need help?
Sindlish,Maan tawhan khe pyar karyan tho,I love you.
Sindlish,Tawhan chha soche tho?,What do you think?
Sindlish,Tawhanjo ghar door aa?,Is your home far?
Sindlish,Maan tawhan saan wathandos,I will go with you.
Sindlish,Tawhan kaisa ahyo?,How do you feel?
Sindlish,Tawhan phone karso?,Will you call?
Sindlish,Maan kal wathandos,I will come tomorrow.
Sindlish,Tawhan kithay rahnda aa?,Where do you stay?
Sindlish,Maan tawhan saath kam karyan tho,I work with you.
Sindlish,Tawhan chha batayan chahiyan?,Do you want to tell?
Sindlish,Tawhanjo saath chha aa?,Who is with you?
Sindlish,Maan tawhan khe milan chahiyan,I want to meet you.
Sindlish,Tawhan chha wathandos?,How do you go?
Sindlish,Tawhanjo ghar kanda wathandos?,When do you go home?
Sindlish,Maan tawhan khe kuch chahiyan,I want to say something to you.
Sindlish,Tawhan kam muki wiyo?,Did you finish the work?
Sindlish,Tawhan saath chalwaan chahiyan?,Will you come with me?
Sindlish,Maan tawhan khe milan khushi aa,I am happy to meet you.
Sindlish,Tawhan kithay wathandos?,Where are you going?
Sindlish,Tawhanjo ghar door aa?,Is your house far?
Sindlish,Maan tawhan khe phone karyan tho,I am calling you.
Sindlish,Tawhan kal milandoso?,Will you meet tomorrow?
Sindlish,Maan tawhan khe milan chahiyan,I want to meet you.
Sindlish,Tawhan khelay chahiyan?,Do you want to play?
Sindlish,Tawhan khe madad chahiye?,Do you need help?
Sindlish,Maan tawhan saan galh karyan tho,I am talking to you.
Sindlish,Tawhan kithay wathandos?,Where are you going?
Sindlish,Tawhanjo ghar kithay aa?,Where is your home?
Sindlish,Maan tawhan khe pyar karyan tho,I love you.
Sindlish,Tawhan kam karyan tho?,Are you working?
Sindlish,Tawhan saath rahyan tho,I will stay with you.
Sindlish,Maan tawhan khe madad karyan tho,I will help you.
Nagamese,Toi naam ki ase?,What is your name?
Nagamese,Moi bhal ase.,I am fine.
Nagamese,Tumi kothai jao?,Where are you going?
Nagamese,Moi bazar jaim.,I will go to the market.
Nagamese,Tumi khai ase?,Are you eating?
Nagamese,Moi pani loi aso.,I am drinking water.
Nagamese,Toi kam korisa?,Are you working?
Nagamese,Moi tumak bhal pao.,I love you.
Nagamese,Tumi kene aso?,How are you?
Nagamese,Moi khusi ase.,I am happy.
Nagamese,Tumi kal ahiba?,Will you come tomorrow?
Nagamese,Moi kaam khatam korisu.,I finished work.
Nagamese,Tumi kene janisa?,How do you know?
Nagamese,Moi tumar logot kotha patim.,I will talk with you.
Nagamese,Tumi bhal lagise?,Do you like it?
Nagamese,Moi tumar logot jaim.,I will go with you.
Nagamese,Tumi kaha ase?,Where are you?
Nagamese,Moi tumak wait kori ase.,I am waiting for you.
Nagamese,Tumi kene kori?,How do you do it?
Nagamese,Moi khan khabo.,I want to eat.
Nagamese,Tumi eta dibo paro?,Can you give me one?
Nagamese,Moi bohut dukhi ase.,I am very sad.
Nagamese,Tumi kene ase?,How are you?
Nagamese,Moi tumak bujhai dim.,I will explain to you.
Nagamese,Tumi kene ahila?,How did you come?
Nagamese,Moi tumar help lagibo.,I need your help.
Nagamese,Tumi kaha thakisa?,Where do you live?
Nagamese,Moi tumar logot khelim.,I will play with you.
Nagamese,Tumi bhal nohoi.,You are not well.
Nagamese,Moi tumak wait korisu.,I am waiting for you.
Nagamese,Tumi kam bhal korisa?,Are you doing the work well?
Nagamese,Moi tumar sathe kotha patim.,I will speak with you.
Nagamese,Tumi kene ahiba?,How will you come?
Nagamese,Moi tumar bhal lagise.,I like you.
Nagamese,Tumi kothai thakisa?,Where do you stay?
Nagamese,Moi tumak phone korim.,I will call you.
Nagamese,Tumi bhat khai lao?,Have you eaten rice?
Nagamese,Moi tumak dekhibo chahisu.,I want to see you.
Nagamese,Tumi kene korisa?,How do you do?
Nagamese,Moi tumak bujhai dim.,I will explain to you.
Nagamese,Tumi bhal ase?,Are you fine?
Nagamese,Moi tumar logot thakim.,I will stay with you.
Nagamese,Tumi kam korisa?,Are you working?
Nagamese,Moi tumar help korim.,I will help you.
Nagamese,Tumi kothai jaiba?,Where will you go?
Nagamese,Moi tumar logot khelim.,I will play with you.
Nagamese,Tumi bhal lagise?,Do you like it?
Nagamese,Moi tumar logot ahim.,I am coming with you.
Nagamese,Tumi kene ahila?,How did you come?
Nagamese,Moi tumak khushi korim.,I will make you happy.
Nagamese,Tumi bhal nohoi?,Are you not well?
Nagamese,Moi tumar kotha sunim.,I will listen to you.
Nagamese,Tumi kothai ase?,Where are you?
Nagamese,Moi tumar logot kotha patim.,I will talk to you.
Nagamese,Tumi kene korisa?,How do you do it?
Nagamese,Moi tumak help korim.,I will help you.
Nagamese,Tumi kam mukabo paro?,Can you finish the work?
Nagamese,Moi tumar logot jai dim.,I will go with you.
Nagamese,Tumi bhal ase?,Are you fine?
Nagamese,Moi tumak phone korim.,I will call you.
Nagamese,Tumi kene ase?,How are you?
Nagamese,Moi tumar logot thakim.,I will stay with you.
Nagamese,Tumi khai lao?,Have you eaten?
Nagamese,Moi tumak dekhibo chahisu.,I want to see you.
Nagamese,Tumi kene ahiba?,How will you come?
Nagamese,Moi tumar help lagibo.,I need your help.
Nagamese,Tumi bhal nohoi?,Are you not well?
Nagamese,Moi tumar kotha bujhai dim.,I will explain your words.
Nagamese,Tumi kothai jao?,Where are you going?
Nagamese,Moi tumak bhal pao.,I love you.
Nagamese,Tumi kam korisa?,Are you working?
Nagamese,Moi tumar logot kotha patim.,I will talk to you.
Nagamese,Tumi bhal lagise?,Do you like it?
Nagamese,Moi tumak phone korim.,I will call you.
Nagamese,Tumi kene ahila?,How did you come?
Nagamese,Moi tumak wait korisu.,I am waiting for you.
Nagamese,Tumi kothai thakisa?,Where do you live?
Nagamese,Moi tumar logot khelim.,I will play with you.
Nagamese,Tumi khai lao?,Have you eaten?
Nagamese,Moi tumak bhal pao.,I love you.
Nagamese,Tumi kothai ase?,Where are you?
Nagamese,Moi tumak phone korim.,I will call you.
Nagamese,Tumi bhal ase?,Are you fine?
Nagamese,Moi tumar logot ahim.,I am coming with you.
Nagamese,Tumi kam korisa?,Are you working?
Nagamese,Moi tumak help korim.,I will help you.
Maniplish,Ei nungai school gi kalli.,I will go to school tomorrow.
Maniplish,Nangna chahi khangbi?,Did you eat food?
Maniplish,Ei nanggi help touraga.,I will help you.
Maniplish,Nanggi phone charge asi?,Is your phone charged?
Maniplish,Masi eina nungaiba.,He is a good boy.
Maniplish,Ei office gi kari.,I am going to the office.
Maniplish,Nangna khangba kalli?,Will you come tomorrow?
Maniplish,Ei nanggi message pibire.,I got your message.
Maniplish,Nangna phajaba khangdaba.,You look nice.
Maniplish,Ei adu busy asi.,I am busy now.
Maniplish,Nanggi phangpham piraga?,Is your work done?
Maniplish,Ei nangna phone touri.,I will call you.
Maniplish,Nangna assignment touriba?,Are you doing the assignment?
Maniplish,Ei yum gi kari.,I am going home.
Maniplish,Nangna khudol khangba?,What do you need?
Maniplish,Ei khallik exam touri.,I will give the exam tomorrow.
Maniplish,Nangna movie leiraba?,Did you watch the movie?
Maniplish,Ei nanggi numit toukhre.,I will talk to you.
Maniplish,Nangna khudingmak phajaba?,I have a question for you.
Maniplish,Ei nangna khudong touraga.,I love you.
Maniplish,Nangna khallik kalli?,Where will you go tomorrow?
Maniplish,Ei piba asi.,I have come now.
Maniplish,Nangna help touraba?,Do you need help?
Maniplish,Ei nangna pumnamak asu.,I will come with you.
Maniplish,Nangna khallik houjik asi?,How are you tomorrow?
Maniplish,Ei nangna phone touri.,I called you.
Maniplish,Nangna chahi touriga?,Did you eat food?
Maniplish,Ei nanggi reply pibire.,I got your reply.
Maniplish,Nanggi bag asi khangbire?,Where is your bag?
Maniplish,Ei khallik bazar gi kari.,I will go to the market tomorrow.
Maniplish,Nangna khallik class gi kari?,Will you go to class tomorrow?
Maniplish,Ei nanggi numit hanna thoukhi.,I understood you.
Maniplish,Nangna busy asi?,Are you busy?
Maniplish,Ei nanggi pumnamak toukhiba.,I will play with you.
Maniplish,Nangna phajaba khangdaba.,You look beautiful.
